Gene ID	Gene Name	EBV-transformed lymphocyte	K-562 cell line	adrenal gland	amygdala	anterior cingulate cortex	aorta	atrium auricular region	blood	breast (mammary tissue)	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	coronary artery	cortex of kidney	ectocervix	esophagogastric junction	esophagus mucosa	esophagus muscularis mucosa	fallopian tube	frontal cortex	heart left ventricle	hippocampal formation	hypothalamus	liver	lower leg skin	lung	minor salivary gland	nucleus accumbens	ovary	pancreas	pituitary gland	prostate gland	putamen	sigmoid colon	skeletal muscle tissue	spinal cord (cervical c-1)	spleen	stomach	subcutaneous adipose tissue	substantia nigra	suprapubic skin	terminal ileum of small intestine	testis	thyroid gland	tibial artery	tibial nerve	transformed fibroblast	transverse colon	urinary bladder	uterus	vagina	visceral (omentum) adipose tissue
ENSG00000188385	JAKMIP3			0.9	3	4				0.6	2	6	7	5			0.7	1		0.8	0.9	4		4	6					3	2		8	2	2	0.9		7				5			2	0.6					0.9	0.7	0.6	
ENSG00000188386	PPP3R2																																												33									
ENSG00000188389	PDCD1	11	2					3	1								0.5		0.5		0.6							1	0.8				1	0.6					5	0.7				2		0.7				0.5			0.6	0.7
ENSG00000188393	CLEC2A																										11																8											
ENSG00000188396	TCTEX1D4			1			0.8														1							0.7	0.7															0.5								0.7		0.5
ENSG00000188404	SELL	23			1	1	1	1	780	1	2	0.6	0.7	0.8	2	0.8	0.5	0.5	0.6	0.5	1	1	0.8	2	2	1		12	0.7	1			9	0.7	1	0.6		6	73	0.6	1	3		4	0.5	1	1	2		0.8	1	0.5	0.7	4
ENSG00000188408	MAGEB5																																												0.7									
ENSG00000188419	CHM	3	2	4	2	4	2	1	0.5	3	3	3	4	3	2	2	3	2	2	2	3	4	1	2	2	1	2	2	2	3	2	1	4	2	2	2	2	2	2	2	3	2	2	1	1	3	4	3	4	2	3	3	2	2
ENSG00000188425	NANOS2																																												3									
ENSG00000188428	BLOC1S5	7	9	4	2	1	3	2	2	4	2	2	1	1	3	5	3	3	2	3	2	2	2	2	2	3	3	3	3	2	3	2	2	3	1	3	2	2	3	3	4	2	3	3	2	3	3	3	4	3	4	3	3	3
ENSG00000188452	CERKL	10							3	0.7		4	4		0.5	1	2				1			0.6				2	0.5					0.6		0.6			9	0.5	0.6			3				0.8	2	0.8	0.6		0.6	0.5
ENSG00000188483	IER5L		1	4	2	2	12	4	2	4	2	0.7	0.6	3	9	7	13	4	3	4	8	3	1	2	2	4	2	3	4	2	9	1	3	5	2	2	0.5	2	4	3	3	2	3	2	3	4	8	7	12	2	4	7	10	8
ENSG00000188486	H2AFX	40	65	13	12	13	7	4	6	5	12	15	15	16	8	10	7	8	22	8	12	14	4	14	14	6	8	8	9	13	14	6	18	13	12	8	4	17	19	10	4	16	11	15	24	7	4	8	13	14	9	9	10	7
ENSG00000188487	INSC							0.5									0.7	1		1														0.7		2				0.7				2	0.6			6	0.7	2				
ENSG00000188488	SERPINA5			219			1	6		3					2	25	2	2		2	2		0.7			53	1		2		10	28	0.6	2		2	3		54	4	1	0.8	1	1	188	1	0.5	7	0.8	1	1	0.7	1	0.5
ENSG00000188493	C19orf54	13	13	7	2	1	2	2	3	4	2	1	2	2	3	5	4	3	3	3	4	1	3	2	2	6	4	7	3	2	3	4	3	5	2	4	3	3	8	5	4	2	4	9	10	6	2	4	6	7	5	4	3	4
ENSG00000188501	LCTL										0.5																			0.5								1										5						
ENSG00000188505	NCCRP1									0.6						2			241								157		2			4		0.5									126		0.7						1		77	
ENSG00000188508	KRTDAP									0.5	0.8			0.5			0.6		11		0.7	0.5			0.5		1529	0.5	1	0.7	0.9	0.8	0.7	0.8	1	0.6							1853	0.6	8	2						0.5	229	
ENSG00000188517	COL25A1									1											0.7				1								0.9		0.8						3				10	2		0.6					0.5	3
ENSG00000188522	FAM83G	3	2	0.9			2	5		1					2	2	0.8	1	19	1	1				0.5	5	28	2	3		0.7	3	2	2		1	2		1	5	0.6		25	3	0.9	3	2		2	5	1	2	5	1
ENSG00000188523	CFAP77							0.7				0.7	0.9								0.7		0.5																						15									
ENSG00000188529	SRSF10	27	23	11	5	6	12	6	2	15	5	12	11	5	11	7	14	11	8	9	16	5	5	5	6	6	9	13	11	6	17	8	11	12	4	12	5	5	10	11	11	5	10	12	11	17	11	12	11	11	11	15	11	12
ENSG00000188536	HBA2	5	71	3	34	24	9	22	57629	13	23	17	16	18	8	35	7	3	3	3	10	19	20	30	40	14	15	58	3	20	4	3	40	8	35	3	9	63	268	2	15	51	12	2	4	22	10	10		2	3	7	8	16
ENSG00000188542	DUSP28	2	1	2	2	2	1	2	1	2	2	3	3	2	1	2	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2	1	3	3	2	2	3	1	3	2	1	1	2	2	6	2	1	2	1	2	2	2	2	1
ENSG00000188549	C15orf52			4	2	1	13	12		5	3	2	2	2	10	3	7	20	12	21	6	1	14	2	3	1	7	7	11	2	2	7	5	9	3	33	13	3	3	5	2	3	5	5	5	28	10	13	3	13	13	13	9	2
ENSG00000188554	NBR1	11	18	20	13	12	20	14	10	19	14	17	15	13	18	11	17	17	12	17	17	13	12	13	14	10	16	15	17	14	20	8	14	18	13	16	23	17	15	14	18	14	14	14	36	19	22	18	18	18	22	18	16	16
ENSG00000188559	RALGAPA2	5	0.6	3	2	2	3	2	8	8	2	4	5	2	3	4	5	4	4	4	7	2	2	2	2	8	8	11	8	2	4	5	8	7	2	3	8	2	4	10	8	2	8	5	7	13	2	4	1	6	8	5	4	9
ENSG00000188566	NDOR1	9	10	8	4	5	7	4	9	8	4	8	10	7	7	9	8	8	8	7	10	5	3	5	4	4	9	9	9	5	8	6	11	13	5	8	2	5	17	9	6	5	9	12	16	12	5	11	5	10	8	9	8	6
ENSG00000188573	FBLL1			0.5	8	15					7	10	9	13								14		11	16					8			13	0.6	7			2				8			5									
ENSG00000188580	NKAIN2				13	12					6	5	4	7								9		12	10					6			0.5		5			35				18						6						
ENSG00000188582	PAQR9							0.7															2			3				0.5															9									
ENSG00000188585	LINC00083																																												1									
ENSG00000188596	CFAP54	0.7								0.5	0.6	0.5	0.8	0.5			0.5			0.5	0.8							0.6	0.6	0.6	0.5		1	0.5		0.5									2	0.8		0.5				0.6		
ENSG00000188603	CLN3	2	3	5	1	1	3	2	8	5	1	2	3	1	3	4	4	3	3	3	4	1	1	1	2	3	5	6	5	1	5	2	2	4	1	4	1	2	7	5	3	1	4	6	3	6	2	4	3	10	4	4	3	3
ENSG00000188610	FAM72B	2	7										0.5																																0.5									
ENSG00000188611	ASAH2		1	0.5		0.5																0.5											0.5							0.6				0.6	0.5									
ENSG00000188612	SUMO2	122	124	55	69	65	60	36	37	62	58	85	67	49	57	41	81	49	63	51	67	58	27	60	58	24	54	57	56	62	72	29	57	53	54	51	26	50	57	49	55	52	53	42	63	55	60	57	56	43	59	68	67	53
ENSG00000188613	NANOS1			2	1	1	1	0.6		1	2	0.8	1	1				2		2	0.8	0.9	1	1	2					2			0.8		0.9	1	3	1			2	0.9	0.5		0.6	2		0.9	0.6		2	0.7		1
ENSG00000188620	HMX3	2	8																						0.6																													
ENSG00000188624	IGFL3																										12																13											
ENSG00000188626	GOLGA8M									0.7							0.5				0.6					0.5					1		0.7								0.8				2	5		0.6						0.7
ENSG00000188636	LDOC1L	0.7	3	10	11	11	7	7	1	6	9	10	9	12	8	5	6	10	4	11	11	13	6	9	10	2	3	5	5	10	11	4	8	5	9	10	6	9	5	6	6	10	3	6	11	6	6	7	10	7	10	12	4	7
ENSG00000188641	DPYD	3		5	1	1	4	3	11	7	1			0.9	6	2	7	4	5	4	6	0.9	1	1	2	6	2	11	7	1	6	2	3	3	0.9	5	1	3	7	3	8	2	2	4	1	5	6	6	14	3	6	5	7	9
ENSG00000188643	S100A16		3	25	27	15	36	23	0.6	54	19	9	10	18	39	49	38	23	765	23	29	14	21	24	21	42	159	56	98	21	35	10	13	32	20	24	9	20	55	31	50	24	174	42	35	30	22	39	78	62	25	34	277	47
ENSG00000188647	PTAR1	5	6	3	3	2	4	3	2	6	3	4	5	3	4	3	6	5	3	5	6	2	2	3	2	2	4	6	5	2	6	3	4	4	2	6	3	3	4	3	5	3	4	5	3	5	5	6	6	5	5	6	5	4
ENSG00000188649	CC2D2B																				0.5																								1									
ENSG00000188659	SAXO2		0.7		0.5	0.6				0.5	0.7	0.8	1	0.8							1	0.7		0.6	0.8			0.7		1	0.5		2	0.7											4	1						0.5		
ENSG00000188672	RHCE		11						0.8		0.5			0.5																0.7			1		0.5										1									
ENSG00000188674	C2orf80				16	24					11			19								21		15	11					17					10			0.9				6												
ENSG00000188676	IDO2																									1																			2	1								
ENSG00000188677	PARVB	34	7	6	4	5	2	7	3	5	4	2	3	5	3	4	4	6	2	6	6	5	11	4	6	1	3	6	3	4	6	1	6	4	3	5	20	4	8	3	8	5	3	4	2	3	1	4	6	3	4	5	4	7
ENSG00000188687	SLC4A5											0.7	0.9																				0.7												2	2		0.7						
ENSG00000188690	UROS	7	4	6	9	10	3	6	2	5	10	5	6	11	3	5	3	4	3	4	4	9	6	10	6	4	4	4	4	11	4	3	5	5	10	4	5	4	5	4	4	6	4	5	8	6	3	5	6	4	4	4	3	4
ENSG00000188706	ZDHHC9	3	9	6	11	7	6	4	0.7	11	11	6	7	9	5	9	7	5	6	4	6	7	4	11	14	11	17	13	10	9	5	7	3	8	11	5	3	21	2	8	13	16	15	9	2	6	4	9	17	8	7	5	7	11
ENSG00000188707	ZBED6CL	5	62	47	0.5	0.5	1	0.7	2	2	0.6	0.6	0.7	0.5	0.6	3	2	2	2	2	4	0.5		0.5	0.9	5	2	2	2	0.7	5	3	5	3	0.5	2			4	3	0.7	0.5	2	4	1	3		1	0.6	3	3	4	2	1
ENSG00000188710	QRFP						0.8			0.5					0.9		0.7	1	0.7	1									0.5		0.6		1	2		2				0.7			0.5	0.8	2	0.8	1			1	2	0.8	1	0.6
ENSG00000188716	DUPD1																																				18																	
ENSG00000188725	SMIM15	19	27	10	9	8	8	5	2	9	9	7	5	6	7	7	9	6	12	6	9	8	3	8	9	9	6	7	11	9	9	6	10	11	8	7	2	8	7	10	8	8	7	8	6	10	6	8	20	12	9	8	9	9
ENSG00000188729	OSTN					0.9																0.5																																
ENSG00000188730	VWC2				1	1		1				8	8	1								1	2	0.7	1					0.6	3				0.5							0.8												
ENSG00000188732	FAM221A	1		0.9	2	2	1	0.9		2	2	2	2	1	1	0.9	1	2	2	1	2	2	0.6	2	2	1	1	2	3	2	1	4	2	2	2	2		3	1	4	2	2	2	2	4	3	1	3		2	2	1	1	2
ENSG00000188735	TMEM120B	3	3	3	2	2	3	2	0.7	3	7	19	24	3	2	4	8	4	2	3	6	3	2	2	2	2	2	3	3	8	4	4	11	4	6	3	3	1	3	3	3	2	3	3	3	7	1	5	3	2	3	6	4	3
ENSG00000188738	FSIP2												0.6																		0.6		0.6	0.5						0.8					5	0.6		0.5		2	0.6			
ENSG00000188739	RBM34	1	1	0.7	0.8	0.9	1	0.7	0.6	1	0.8	1	1	1	0.9	0.9	1	1	0.9	0.9	1	0.9	0.5	0.8	0.9	0.5	1	1	1	1	1	0.6	1	1	0.8	1	0.5	0.8	1	0.8	1	0.8	1	1	1	1	0.8	1	0.8	0.9	1	1	1	0.9
ENSG00000188747	NOXA1	0.8	3	11	10	16	6	5	2	17	15	16	17	24	6	18	15	9	13	7	18	17	3	11	14	8	9	9	17	18	23	18	43	23	13	10	3	7	14	20	6	9	10	18	11	23	4	12		34	15	11	18	5
ENSG00000188760	TMEM198	0.9	0.8	4	4	5	2	2		2	4	7	8	8	2	2	2	3	1	3	3	6	1	5	3	1	0.9	2	2	5	8	4	13	3	4	2	0.6	1	1	3	1	2	0.9	2	5	3	1	2	2	1	3	3	1	2
ENSG00000188761	BCL2L15											1	2						0.7									0.5		0.5		3							0.6	4				9	0.9			0.5		12				
ENSG00000188763	FZD9				2	1					1	0.7	0.9	2								1		1	2					1			2	1	1		2	1				2		0.6	4									
ENSG00000188766	SPRED3				0.5	1	2					0.5	0.6	0.8	0.6							0.7		0.7	0.5								2									0.5			0.7				0.6					
ENSG00000188770	OPTC																																												0.6									
ENSG00000188778	ADRB3																	2		3	3										8					1															4			
ENSG00000188779	SKOR1											3	4	0.6			0.5										0.5				0.6		1												1							0.5		
ENSG00000188782	CATSPER4																																												14									
ENSG00000188783	PRELP			8	6	6	295	82		52	8	2	2	5	301	6	112	81	24	111	84	5	14	5	3	4	33	79	32	7	102	5	11	43	6	111	9	3	46	12	69	3	26	29	7	43	330	136	2	33	146	111	53	86
ENSG00000188785	ZNF548	6	2	2	1	2	3	3	1	6	2	4	5	2	3	2	3	4	2	4	5	1	2	1	2	1	4	4	3	2	5	1	3	3	1	4	2	2	6	2	5	2	3	4	3	4	3	5	2	3	3	4	3	4
ENSG00000188786	MTF1	4	3	2	2	2	3	1	6	2	2	3	4	2	3	2	3	2	5	3	3	2	1	2	2	1	3	3	3	2	3	1	3	2	2	3	2	3	3	2	3	2	3	2	6	2	2	3	4	3	3	3	3	3
ENSG00000188800	TMCO2																																												81									
ENSG00000188803	SHISA6				3	2					1	4	8	2			2				2	2		5	3					2				1	1			5		0.5		3			1			4				0.9	1	0.7
ENSG00000188807	TMEM201	3	6	2	2	3	1	3		2	2	3	3	3	1	2	3	2	2	2	3	3	3	2	3	0.7	2	2	2	2	4	1	6	3	2	2	7	2	2	2	2	3	2	2	6	2	1	3	3	2	2	3	2	2
ENSG00000188811	NHLRC3	8	4	5	3	3	5	3	1	7	3	4	5	3	5	5	5	4	3	3	6	3	2	3	4	4	4	6	6	3	8	4	6	5	3	4	2	4	7	5	8	3	5	6	5	9	4	7	4	6	7	6	5	6
ENSG00000188816	HMX2	0.7														2									0.5																													
ENSG00000188817	SNTN																				0.6																																	
ENSG00000188818	ZDHHC11				2	2	0.8	3		1	3	7	7	3	0.7	2	1	2	1	2	2	2	2	3	2	1	1	3	0.8	3	0.7	0.9	7	1	2	2	0.5	2	1	2	0.5	2	1	1	6	1	0.6	0.6		0.9	1	0.7	0.8	0.6
ENSG00000188820	FAM26F	6		1	1	1	1	0.8	4	1	2			0.6	1	0.8	0.9	0.5	0.8	0.6	1	0.7		1	2	1		2	1	2	1		1	2	2	0.9		2	55	0.9	1	1	0.5	6	3	0.6	0.7	2	0.9	2	1	0.7	0.9	2
ENSG00000188822	CNR2	5							0.8																														6					0.5										
ENSG00000188827	SLX4	4	3	1	1	2	1	0.7	1	1	1	8	9	3	1	1	2	1	1	1	2	2	0.8	2	2	0.8	1	2	1	1	1	0.8	3	2	0.9	2	0.8	1	2	1	1	1	1	2	10	1	1	2	2	1	1	2	2	1
ENSG00000188828	GLRA4												0.6																																									
ENSG00000188833	ENTPD8															2										3			0.6			1	5			0.6				3				9	1					21				
ENSG00000188846	RPL14	380	516	124	82	73	145	91	93	218	78	97	87	70	152	119	266	168	186	168	189	73	84	74	83	83	233	152	186	88	366	221	156	166	72	151	128	74	170	179	182	79	243	141	53	158	169	159	202	147	196	216	217	188
ENSG00000188848	BEND4	6				0.5																											0.9						0.6						5									
ENSG00000188859	FAM78B				2	4		1		0.6	2	5	5	4			0.8	0.5		0.5	0.5	3	0.9	2	2		0.5		0.7	3	0.5	0.6	1	0.6	2	1	1		0.5	0.6	0.6	0.8		0.5	2	0.6		0.9		0.6	1	1	0.6	0.5
ENSG00000188868	ZNF563	2	0.6	1		0.5	1	1		2	0.5	0.7	0.8	0.7	0.9	2	1	0.9	1	0.9	1	0.5	0.9	0.5	0.5	2	2	1	1	0.7	1	0.6	1	2	0.5	0.9		0.5	1	0.7	1	0.5	1	0.9	10	2	0.9	1	0.8	0.8	1	1	2	0.8
ENSG00000188878	FBF1	0.7	1	2	2	1	0.9	0.7	0.6	1	2	1	2	2	1	2	2	1	2	1	1	1		2	2	0.5	2	1	2	2	2	0.7	5	3	2	1		2	2	1	0.8	1	3	1	12	6	0.7	2	0.6	0.9	2	2	2	0.9
ENSG00000188883	KLRG2															0.8			3								2	0.7	1														2			3		4					0.7	
ENSG00000188886	ASTL	0.7																									0.5												0.5				0.7		0.6						0.8			
ENSG00000188895	MSL1	15	15	14	14	16	19	11	33	21	13	28	25	17	19	11	28	21	14	18	27	17	8	13	14	9	18	22	19	14	22	12	24	21	12	19	12	12	27	16	17	11	21	20	26	24	17	24	17	17	18	27	22	18
ENSG00000188897	CTD-3088G3.8		0.5				0.6		11												0.5						0.8	1						0.5					3				0.6		2									
ENSG00000188906	LRRK2	4		2	2	2	3	2	13	2	2	0.8	1	2	3	3	3	3	3	3	3	2	0.8	1	2	0.6	1	17	2	2	3	1	1	1	2	3	1	2	3	0.7	2	2	1	2	0.6	2	3	5	1	0.9	3	3	4	2
ENSG00000188910	GJB3												1						32								65		1					2						0.5			64	0.5	0.6					2	3		15	
ENSG00000188916	FAM196A				1	1					2	0.5	0.6	0.6								0.7		1	2					2				0.6	2							1			0.6									
ENSG00000188917	TRMT2B	6	7	4	2	2	3	4	2	4	2	1	1	2	3	4	4	3	4	3	3	2	3	2	2	2	4	4	5	2	4	2	4	5	2	4	3	2	6	5	3	2	4	6	2	6	3	3	2	5	4	4	4	3
ENSG00000188921	HACD4	3		2	0.7	0.5	1		4	1	0.9	0.6	0.8	0.6	2	0.5	2	3	0.8	4	2	0.5		0.6	0.8		1	3	0.9	1	1			1	0.7	3		1	2	0.8	0.9	0.7	0.8	2	0.5	1	2	1	3	1	1	1	1	1
ENSG00000188938	FAM120AOS	12	9	10	8	9	12	9	5	11	7	5	5	8	13	7	11	12	8	12	11	8	6	7	8	5	9	10	10	7	10	6	20	13	6	13	5	7	8	10	11	8	9	9	6	14	12	11	10	13	13	11	9	11
ENSG00000188958	UTS2B																									2																		0.8	2									
ENSG00000188959	C9orf152									2									2		0.5						3	4	7			2		9						23			3	4						15	0.5			
ENSG00000188976	NOC2L	18	55	10	6	9	10	8	4	13	7	14	14	10	11	10	13	13	17	12	15	10	8	8	8	10	19	12	13	7	13	10	14	15	7	12	13	6	15	11	11	7	19	11	22	13	11	13	15	12	14	14	14	10
ENSG00000188981	MSANTD1					0.5					0.6		0.6	0.5											0.5					0.8					0.6										1									
ENSG00000188984	AADACL3																																										0.5											
ENSG00000188986	NELFB	28	35	19	22	29	25	16	14	25	21	20	22	31	24	22	27	24	24	23	24	25	17	23	20	13	33	26	24	22	26	17	22	28	19	24	17	15	30	23	24	19	31	24	32	23	23	28	24	26	25	27	27	20
ENSG00000188992	LIPI												0.5				0.5																			2										0.6						1		
ENSG00000188993	LRRC66				0.5	0.7	0.5					1	1	0.6	0.5	0.7		0.5		0.5	0.6	0.6								0.6			1			0.6	2			0.5				4	0.8			0.8	0.6	2	0.5	0.5		
ENSG00000188994	ZNF292	16	4	3	2	2	3	3	2	5	2	4	7	3	3	2	5	4	3	4	5	2	2	2	2	2	4	3	5	2	5	2	5	4	2	4	2	2	3	3	4	2	5	5	4	4	4	5	5	3	5	5	4	3
ENSG00000188996	HUS1B																0.6																	0.6											2									
ENSG00000188997	KCTD21	1	1	7	4	4	3	2	3	2	3	2	3	4	4	2	3	3	4	3	3	3	2	3	4	4	1	3	3	4	4	1	4	2	3	3	1	3	2	2	3	4	1	2	2	4	4	2	3	2	3	2	3	3
ENSG00000189001	SBSN										2								307								1061		3	3					0.9								964						7				222	
ENSG00000189007	ADAT2	6	7	2	0.8	0.9	2	0.8	0.5	3	0.8	2	2	1	1	2	2	2	3	2	3	0.9	0.6	0.9	1	2	3	3	2	1	2	2	3	3	0.7	2	0.7	0.9	3	3	2	0.8	3	3	1	4	1	4	2	3	2	2	3	2
ENSG00000189013	KIR2DL4								2																														3															
ENSG00000189023	MAGEB16		0.8																																										2									
ENSG00000189037	DUSP21		0.7																																										7									
ENSG00000189042	ZNF567	2	2	1	0.9	1	1	0.9		2	1	3	2	1	1	1	2	1	1	1	2	1	0.7	1	1	0.8	1	1	2	1	2	0.7	2	2	0.9	1	0.5	0.9	2	1	1	0.9	1	1	4	2	1	2	1	1	2	2	2	1
ENSG00000189043	NDUFA4	36	58	43	88	101	48	151	7	28	73	60	56	90	64	52	28	40	26	37	34	98	141	98	56	31	25	30	30	86	28	16	10	35	76	36	81	37	34	44	27	73	22	29	17	34	48	28	28	31	31	35	24	32
ENSG00000189045	ANKDD1B			0.5							0.6		0.5	0.5		1					1						0.5	0.9		1			0.5	0.5		0.6							0.6	0.5	0.9	0.5		0.7		2			0.7	
ENSG00000189046	ALKBH2	7	8	4	3	3	4	2	0.9	6	3	3	3	3	4	3	5	4	4	4	6	3	2	3	3	5	7	3	5	3	7	3	3	5	3	4	3	4	4	4	5	4	7	4	5	5	4	7	9	3	5	6	5	5
ENSG00000189050	RNFT1	2	5	4	1	1	2	2	2	5	1	3	4	1	2	2	3	2	3	2	2	1	2	1	2	4	2	4	4	2	4	3	3	3	1	2	2	1	4	3	5	1	3	5	18	4	2	3	3	4	3	2	3	4
ENSG00000189051	RNF222																		9								4																4										2	
ENSG00000189056	RELN		10		2	2		0.6		1	2	60	40	2			0.6	0.7		0.7	1	2		2	2	2	0.5	0.5	0.7	2					2			1				1	0.6	0.6	0.7	2		12	0.5		0.6			0.9
ENSG00000189057	FAM111B	16																	2										0.7										0.6					0.8						0.7				
ENSG00000189058	APOD	0.6	0.7	12	111	63	58	22	1	606	98	24	22	57	296	10	188	140	40	140	170	66	111	131	132	0.7	323	32	534	74	32	33	28	100	107	25	146	217	1	71	519	193	268	17	31	249	165	2899	119	26	95	124	181	279
ENSG00000189060	H1F0	5		35	36	39	52	33	13	94	33	75	59	35	42	39	114	71	124	66	103	39	32	33	39	56	144	48	89	34	82	45	45	92	33	74	52	38	28	79	60	33	131	80	41	68	46	83	67	93	74	88	114	43
ENSG00000189064	GAGE2A		65																																										27									
ENSG00000189067	LITAF	62	7	9	10	6	34	15	191	27	11	3	3	6	36	33	47	14	11	11	24	5	8	10	12	18	23	47	30	11	21	8	12	30	9	14	6	27	37	18	23	19	22	16	2	25	28	30	7	24	29	33	26	34
ENSG00000189068	VSTM1								15																			0.5					3						3															
ENSG00000189077	TMEM120A	11	13	57	13	12	30	23	46	28	16	9	10	12	31	22	26	21	19	17	25	11	35	13	14	26	15	21	17	17	44	17	18	23	14	19	21	11	27	23	28	14	13	26	73	17	26	28	10	25	25	20	22	32
ENSG00000189079	ARID2	3	5	2	1	1	2	2	1	3	1	3	4	1	2	1	3	3	3	3	3	1	1	1	1	0.9	4	3	3	1	3	2	2	3	0.9	3	2	1	2	2	3	1	4	2	8	3	3	3	2	2	3	3	3	2
ENSG00000189090	FAM25G																		0.6								0.7																0.7		2									
ENSG00000189091	SF3B3	20	26	9	5	5	6	7	4	11	5	10	10	6	7	6	12	7	13	7	11	6	5	5	5	5	13	9	9	5	14	5	9	9	4	7	7	4	11	7	9	4	14	9	9	11	7	11	14	8	10	11	13	8
ENSG00000189099	PRSS48																																												0.6									
ENSG00000189114	BLOC1S3	6	7	4	3	3	4	2	6	4	3	3	4	4	4	3	4	4	3	4	3	3	2	3	3	3	9	4	3	3	4	2	3	4	3	4	2	3	8	4	5	3	7	5	6	4	4	4	6	4	5	4	4	3
ENSG00000189120	SP6		6	0.6						0.9		0.6	0.6				0.5		3		0.7						8	1						1					0.7				9	2		0.8				0.9	2		2	
ENSG00000189127	ANKRD34B								0.5		8														1					8					6																			
ENSG00000189129	PLAC9			5	3	3	17	21	1	22	3	3	3	4	36	6	21	17	6	12	17	4	8	3	2	1	15	14	9	3	2	2	2	8	2	5	3	2	3	6	26	2	15	6	7	13	12	29	17	5	10	11	24	21
ENSG00000189132	FAM47B																																												8									
ENSG00000189134	NKAPL			0.6	1	1	2	2		0.8	1	1	1	1	2	0.5		1		2	0.8	1	2	1	1			0.5	0.9	1	0.8		2	0.8	1	2	2	2	0.8	0.5	1	2			29	0.6	0.9	1	2	0.5	1	0.7		1
ENSG00000189139	FSCB																																												28									
ENSG00000189143	CLDN4									16		0.5	0.6			18	0.5		45		4						38	16	56			17	5	19		2				1			40	29		27				84	26	0.5	17	
ENSG00000189144	ZNF573	0.7	0.5							0.6		0.6	0.8				0.6				0.5						0.5		0.5		0.7		0.6										0.5		2	0.7	0.5	0.6	0.5		0.6	0.6	0.5	
ENSG00000189152	GRAPL	3								0.5						0.5												0.9											5					1		0.8						0.5		
ENSG00000189157	FAM47E			0.5	1	1				1	0.8	0.6	0.7	1		0.7					0.5	1		1	1	1		0.5	0.8	0.9		1	2	0.8	0.6	0.5		1		0.8	0.6	0.9		0.6	1	2		0.5		0.5	0.6			
ENSG00000189159	HN1	31	28	9	11	14	3	3	30	4	9	25	22	12	3	9	3	2	25	2	3	12	2	11	14	3	6	8	8	12	3	2	5	6	8	3	8	3	16	6	3	7	8	14	65	3	1	2	10	19	5	3	10	3
ENSG00000189164	ZNF527	1		1	0.9	0.9	0.9	1		1	1	2	2	1	1	0.9	1	1	0.7	1	1	1	0.8	0.9	1	0.5	0.8	0.9	1	1	2	0.7	2	1	0.8	1	0.7	0.8	1	0.9	1	0.8	0.8	1	2	2	1	2	0.9	0.9	1	1	1	0.9
ENSG00000189167	ZAR1L																																												0.8									
ENSG00000189171	S100A13	1	9	14	22	13	13	21	1	25	19	7	7	12	14	21	16	12	11	11	17	12	12	18	21	4	14	17	20	19	15	6	9	17	21	18	9	22	19	9	25	24	11	14	10	48	12	17	22	11	15	16	17	20
ENSG00000189180	ZNF33A	7	4	5	4	4	5	4	4	8	3	12	11	4	5	5	7	6	5	6	8	4	3	3	5	4	6	6	8	3	7	6	9	9	3	6	4	5	6	6	6	4	6	7	3	7	6	6	3	7	9	7	6	5
ENSG00000189181	OR14I1					2								2								2																																
ENSG00000189182	KRT77																										73																137											
ENSG00000189184	PCDH18			1	0.9	0.9	3	1		9	0.8			0.5	4	0.6	7	3	1	4	4	0.8	0.8	0.8	1		2	2	3	0.5	4		1	3	0.7	5	0.5	0.6	0.8	1	8	0.8	2	3	1	3	5	5	33	3	5	7	3	7
ENSG00000189186	DCAF8L2																																												6									
ENSG00000189190	ZNF600	4	3	2			2	0.9	0.9	3	0.5	5	5		2	2	3	2	3	2	3		0.6		0.5	1	2	3	3		2	2	1	3		2		0.8	4	3	2	0.6	3	4	2	3	2	3	1	3	4	2	4	2
ENSG00000189195	BTBD8		0.6									0.5	1	0.5																								0.5							0.7			0.5						
ENSG00000189221	MAOA		1	14	10	7	23	17	1	25	9	2	2	7	34	26	18	50	24	59	19	9	17	8	11	20	19	45	26	10	26	14	2	27	7	42	5	5	4	30	59	9	17	58	4	42	43	20	14	63	56	14	25	48
ENSG00000189227	C15orf61	1	2	2	2	3	1	2		2	3	5	4	2	1	1	1	1	1	1	2	3	2	2	2	0.8	2	1	1	4	2	1	4	1	3	1	3	1	1	1	2	2	2	1	6	2	1	1	6	1	1	2	1	2
ENSG00000189233	NUGGC	1								0.5						1	0.5	0.7		0.5	0.6					5		0.6	1		0.6			0.5		1			2	0.7				1	0.5	1				1	0.7	0.5	0.5	
ENSG00000189241	TSPYL1	15	21	54	44	90	22	17	6	19	55	79	59	70	21	23	16	23	21	23	22	101	21	52	46	14	19	17	19	69	25	14	32	26	46	20	29	13	21	24	16	25	19	21	28	25	24	15	17	19	26	20	17	20
ENSG00000189252	SPANXN3																																												31									
ENSG00000189266	PNRC2	67	88	39	22	25	37	23	13	42	22	26	25	21	36	34	34	35	27	31	34	27	19	22	23	14	22	41	31	23	39	15	26	33	19	39	13	24	40	35	37	23	22	39	19	51	36	33	30	38	36	39	29	42
ENSG00000189269	DRICH1			0.6					0.7	0.8		2	2			2	0.6				1						0.5	0.7	0.6		1	0.7	1	1		0.6			1				0.5	0.8	46	1		0.5		0.6		0.8	0.8	
